	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD1_spa_i	CD2_ita_i	CD2_spa_i	CD3_ita_i	CD3_spa_i	CD4_ita_i	CD4_spa_i	CS1_ita_i	CS1_spa_i	CS2_ita_i	CS2_spa_i	CS3_ita_i	CS3_spa_i	CS4_ita_i	CS4_spa_i	DD1_ita_i	DD1_spa_i	DD2_ita_i	DD2_spa_i	DD3_ita_i	DD3_spa_i	DD4_ita_i	DD4_spa_i	DS1_ita_i	DS1_spa_i	DS2_ita_i	DS2_spa_i	DS3_ita_i	DS3_spa_i	DS4_ita_i	DS4_spa_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD1_spa_n	CD2_ita_n	CD2_spa_n	CD3_ita_n	CD3_spa_n	CD4_ita_n	CD4_spa_n	CS1_ita_n	CS1_spa_n	CS2_ita_n	CS2_spa_n	CS3_ita_n	CS3_spa_n	CS4_ita_n	CS4_spa_n	DD1_ita_n	DD1_spa_n	DD2_ita_n	DD2_spa_n	DD3_ita_n	DD3_spa_n	DD4_ita_n	DD4_spa_n	DS1_ita_n	DS1_spa_n	DS2_ita_n	DS2_spa_n	DS3_ita_n	DS3_spa_n	DS4_ita_n	DS4_spa_n
Salinicoccus sp.	0	43	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	10	0	0	0	303	0	14	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	2	1	4	0	1	1	0	1	1
Sediminivirga luteola	0	48	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	6	0	8	0	0	0	14	10	14	0	0	0	14	0	0	0	34	0	0	0	0	0	2	0	0	0	3	0	3	0	0	0	6	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
Clostridium baratii	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	20	0	0	285	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	11	0	0	0	0	0
Methylotenera versatilis	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ornithinibacter aureus	0	21	6	0	7	0	13	0	4	0	29	0	0	0	25	0	32	0	43	7	0	28	12	0	0	39	0	10	584	0	0	0	2807	0	2306	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	2	0	0	0	1	1	2	0	3	6	0	0	0	8	0	7	3
Ignavibacteriales bacterium	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	103	70	329	0	0	0	0	0	7	0	9	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0
Gemmobacter aquaticus	0	20	0	5	39183	0	31911	0	2483	0	192	5	290	0	139	0	0	0	14	0	0	0	0	29	32	92	0	280	0	0	0	0	33	0	11	64	0	1	0	0	50	0	0	0	17	0	1	0	5	0	41	1	4	0	0	0	1	3	0	7	2	8	2	20	1	2	0	0	2	0	2	7
Corynebacterium yudongzhengii	0	21	15	10	16	0	18	38	38	34	0	20	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	85	0	682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Methylovulum psychrotolerans	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga sp.	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Flavobacterium stagni	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus sp.	0	30	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	18	0	0	108	0	0	6	0	0	88	0	115	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Flavobacterium caeni	0	18	0	0	0	0	104	0	78	0	7	0	0	0	7	0	9	0	0	0	0	11	687	16	0	0	440	31	8	0	173	0	147	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	3	10	0	3	1	1	0	0	0	0	0	1	0
Bullifex porci	0	22	0	0	0	0	0	0	0	44	0	15	0	0	16	0	1200	12	0	0	0	37	0	254	0	11	0	20	26	0	936	0	39	0	18	0	2	0	0	0	0	2	0	1	0	9	0	4	0	0	13	0	33	5	1	4	0	9	0	38	1	17	1	27	5	7	17	2	1	1	0	5
Sporosarcina sp.	0	35	0	9	0	0	0	8	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	11	0	121	0	9	0	0	0	172	0	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
Streptococcus merionis	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	8	0	0	0	4	0	8	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
Streptococcus salivarius	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	19	0	0	28	0	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0
Corynebacterium faecale	0	23	8	7	0	0	0	0	0	0	0	9	0	0	26	0	0	0	0	0	16	30	38	0	25	0	13	0	0	0	38	0	16	0	55	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	3
Dolosicoccus paucivorans	0	28	989	0	0	48	26	48	0	47	0	113	214	9	127	71	85	252	0	20	0	9	0	18	0	7	0	16	0	0	0	3	0	17	0	44	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Undibacterium oligocarboniphilum	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nosocomiicoccus sp.	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
Actinobaculum sp.	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neomicrococcus aestuarii	0	20	0	0	734	0	12	0	22	0	0	0	20	19	155	0	53	0	70	15	11	0	202	0	7	0	137	0	33	0	51	0	40	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	6	0	1	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	2	0	0	1
Undibacterium seohonense	0	28	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Methyloterricola oryzae	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyrobacter sp.	0	26	0	84	11	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	30	0	0	0	63	0	10	0	12	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	2	0
Acinetobacter [calcoaceticus]	0	25	0	0	8	15	23	86	0	108	0	16	33	0	0	0	11	0	59	0	0	7	0	0	0	0	77	0	23	8	10	0	43	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Paracoccus xiamenensis	0	16	0	0	0	20	5	24	1029	12	21	8	0	0	0	0	14	0	0	0	0	6452	1604	2248	98	178	40	600	7	5	0	0	20	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	1	0	0	0	2	27	1	27	1	3	1	11	2	0	1	0	0	0	1	0
Fervidobacterium thailandense	0	18	0	15	0	150	0	0	0	15	0	0	22	0	11	0	2	0	24	0	0	0	0	0	0	0	16	0	0	336	58	0	55	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	4	0	5	1	0	0	0	0	0
Neomicrococcus lactis	0	16	0	0	67	0	91	0	10	0	11	0	0	0	6	0	0	0	0	0	0	0	98	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1
Corynebacterium pilosum	0	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	37	0	0	0	6	0	17	0	11	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	1	1	0	1	2	0	0	0	3	0	2	3
Halothiobacillus sp.	0	29	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium marinum	0	25	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium gubbeenense	0	25	0	0	0	0	124	0	0	0	14	0	0	0	34	0	22	0	0	0	0	0	9	0	86	0	50	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sphingobium subterraneum	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Novosphingobium ginsenosidimutans	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotuvimicrobium alcaliphilum	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caenibius tardaugens	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	231	0	85	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis bauzanensis	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobiaceae bacterium	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus entericus	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bradyrhizobium sp.	0	12	0	0	0	0	28	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
Chryseobacterium mucoviscidosis	0	23	0	0	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	93	0	0	9	20	0	81	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Nitrospirillum amazonense	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas communis	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus xylanilyticus	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sphingomonas kyeonggiensis	0	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Falseniella ignava	0	20	0	6	0	37	0	0	0	0	0	76	76	0	32	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1
Streptococcus sobrinus	0	14	10	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
Corynebacterium pseudokroppenstedtii	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Dermacoccus sp.	0	10	0	0	10	0	0	0	6	0	0	4	0	0	14	0	0	0	0	0	26	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	5	0	1	1	0	0	8	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Sphingomonas trueperi	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium disporicum	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	96	0	5	0	0	0	0	0	0	20	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
Bifidobacterium breve	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis sp.	0	13	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarobacter incanus	0	16	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	19	0	15	0	0	0	0	0	23	0	7	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella longbeachae	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera mobilis	0	18	36	51	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium sp.	0	13	0	0	0	0	20	0	133	0	0	0	0	0	24	0	4	0	0	0	0	0	41	7	0	0	11	0	0	0	19	0	38	0	9	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ottowia oryzae	0	10	0	0	34	0	0	0	7157	0	17	0	0	0	0	0	21	0	0	0	13	0	9	0	20	0	6	0	40	0	0	0	54	0	71	0	0	0	0	0	1	1	0	1	17	0	2	1	1	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0
Kaistella flava	0	15	0	0	0	0	0	0	38	0	0	21	0	12	0	0	0	0	6	0	0	35	32	0	0	0	0	0	0	0	962	0	977	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
Chishuiella changwenlii	0	10	59	57	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	13	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	2	0	3	0	2	0
Streptococcus hyointestinalis	0	11	0	0	0	0	0	0	0	67	0	41	0	0	42	0	110	0	0	13	0	312	29	1047	32	225	38	8320	0	35	182	0	22	30	38	81	2	0	0	0	0	5	0	4	0	2	0	4	1	0	7	0	7	3	1	0	0	2	0	36	0	3	0	49	2	4	7	1	2	0	0	7
Allopontixanthobacter sediminis	0	11	19	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Undibacterium macrobrachii	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1
Flavobacterium profundi	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	70	37	0	0	5	0	52	0	21	0	91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	1	0	0	0	0	1	0	3	0
Undibacterium flavidum	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Methylibium sp.	0	13	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas lacus	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	10	0	4	0	0	0	86	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aquabacterium fontiphilum	0	7	0	0	1121	0	4843	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	3	0	5	0	1	0	0	0	2	0	1	0	3	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteriaceae bacterium	0	10	10	0	13	0	42	0	31	0	2326	0	0	0	0	0	0	0	0	0	0	0	6	98	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Clostridium amylolyticum	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	25	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	1
Sphingorhabdus profundilacus	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas borbori	0	13	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter coli	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	8	0	234	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	10	0	4	1	2	0	2	2	3	5	4	5	4	3	3	0	0	0	9	1	2	0	4	0	3	2	2	1	4	1	8
Brevibacterium mcbrellneri	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rothia aeria	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Pseudomonas veronii	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	38	0	0	0	46	0	10	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	3
Erythrobacter donghaensis	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Galactobacter caseinivorans	0	8	7	0	127	0	427	0	0	0	419	0	0	48	163	0	0	7	18	0	117	0	219	0	178	0	9	0	5	0	97	0	146	0	122	0	0	0	0	0	1	0	2	0	2	0	0	0	1	1	10	2	3	8	4	2	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1
Corynebacterium macginleyi	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Branchiibius hedensis	0	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Electrothrix sp.	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus abyssi	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coriobacteriaceae bacterium	0	10	0	0	33	0	33	16	0	63	0	22	0	0	26	0	3497	25	91	44	10	57	29	2049	16	205	158	2595	36	98	6742	0	309	18	453	16	6	1	1	0	1	2	0	6	0	9	0	3	1	2	28	2	55	3	5	5	3	13	0	66	3	15	4	58	13	11	21	8	14	5	12	7
